name,price,img_link,category
AKSA's Zig-Zag Matte Rose Gold Necklace,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/PD8.1_350x350_crop_bottom.jpg?v=1646566245,pendant
AKSA's Shiny Halo Silver Necklace,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/PD7.1_350x350_crop_bottom.jpg?v=1646566227,pendant
AKSA's Shiny Halo Rose Gold Necklace,"1,399.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/PD6.1_350x350_crop_bottom.jpg?v=1646566196,pendant
AKSA's Gleaming Sunflower Silver Pendant with Chain,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/PD5.1_350x350_crop_bottom.jpg?v=1646566177,pendant
AKSA's Multicolor Minimal Rose Gold Chain Necklace,"1,699.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/PD4.1_350x350_crop_bottom.jpg?v=1646566145,pendant
AKSA's Baguette Box Silver Pendant with Chain,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/PD3.1_350x350_crop_bottom.jpg?v=1646566113,pendant
AKSA's Lover Tangled Silver Necklace,"1,399.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/PD2.1_350x350_crop_bottom.jpg?v=1646566076,pendant
AKSA's Evil Eye Flute Drop Silver Necklace,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/PD1.1_350x350_crop_bottom.jpg?v=1646566059,pendant
AKSA's Torquoise Drop Silver Pair Charm Anklet,"2,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7167_350x350_crop_bottom.jpg?v=1653634532,anklets
AKSA's Aqua Drop Silver Pair Charm Anklet,"2,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7170_350x350_crop_bottom.jpg?v=1653634487,anklets
AKSA's Dangling Silver Charm Pair Anklet,"2,699.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7195_0b3a84a3-123a-4b7f-8939-b9ce1c893967_350x350_crop_bottom.jpg?v=1653634277,anklets
AKSA's Dual Heart Rose Gold Pair Anklet,"2,599.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7205_a2329298-aef4-49b3-8302-9b5c3b4f1e8d_350x350_crop_bottom.jpg?v=1652685960,anklets
AKSA's Heart Silver Pair Anklet,"1,599.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7135_240fbc9b-e7e6-4e27-b139-ea653cb9291b_350x350_crop_bottom.jpg?v=1652858818,anklets
AKSA's Good Luck Rose Gold Pair Anklet,"2,399.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7222_c15a4de9-519e-4611-ac29-e765894a0804_350x350_crop_bottom.jpg?v=1652679498,anklets
AKSA's Evil Eye Rose Gold Pair Anklet,"2,599.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7197_d7390467-8664-49cf-b653-c26a0b7758b0_350x350_crop_bottom.jpg?v=1652681930,anklets
AKSA's Cactus Rose Gold Pair Anklet,"1,999.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7144_124553c0-4d17-45d6-8c41-f524addca555_350x350_crop_bottom.jpg?v=1652858960,anklets
AKSA's Fallen Star Silver Pair Anklet,"2,599.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7212_5ca085bf-d51e-4987-b65d-34205049520b_350x350_crop_bottom.jpg?v=1652685034,anklets
AKSA's Aqua Drop Silver Single Charm Anklet,"1,199.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7170_5de30ecb-e0ec-40de-aadd-2f9940e4d83d_350x350_crop_bottom.jpg?v=1653634504,anklets
AKSA's Torquoise Drop Silver Single Charm Anklet,"1,199.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7167_5fc3f0f8-8ed6-4b32-8a78-e2cf3b11020c_350x350_crop_bottom.jpg?v=1653634548,anklets
AKSA's Dangling Silver Charm Single Anklet,"1,399.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7195_350x350_crop_bottom.jpg?v=1653634253,anklets
AKSA's Cactus Rose Gold Single Anklet,"1,099.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7144_350x350_crop_bottom.jpg?v=1652858895,anklets
AKSA's Heart Silver Single Anklet,999.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7135_350x350_crop_bottom.jpg?v=1652858720,anklets
AKSA's Good Luck Rose Gold Single Anklet,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7222_350x350_crop_bottom.jpg?v=1652679442,anklets
AKSA's Fallen Star Silver Single Anklet,"1,899.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7212_350x350_crop_bottom.jpg?v=1652684237,anklets
AKSA's Dual Heart Rose Gold Single Anklet,"1,899.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7205_350x350_crop_bottom.jpg?v=1652685730,anklets
AKSA's Evil Eye Rose Gold Single Anklet,"1,399.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7197_350x350_crop_bottom.jpg?v=1652681452,anklets
AKSA's Baic Evil Eye Rose Gold Single Anklet,"1,199.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7198_350x350_crop_bottom.jpg?v=1652683270,anklets
AKSA's Bead Blow Silver Pair Anklet,"1,999.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/AK4.1_36ecf0d7-836b-4721-9384-350f5e0e26d3_350x350_crop_bottom.jpg?v=1646659170,anklets
AKSA's Entangled Silver Bead Pair Anklet,"2,099.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/AK3.1_66d88231-0b6d-410c-9555-50d489432c78_350x350_crop_bottom.jpg?v=1646658672,anklets
AKSA's Rings of Rings Silver Pair Anklet,"1,999.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/AK2.1_669ad256-239f-4ea2-92b9-1defedeee150_350x350_crop_bottom.jpg?v=1646658072,anklets
AKSA's Minimal Rings Silver Pair Anklet,"2,199.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/AN4-1_72fbcd77-d2ac-493e-8682-b2f474aa179e_350x350_crop_bottom.png?v=1646657544,anklets
AKSA's Minimal Rings Silver Single Anklet,"1,199.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/AN4_350x350_crop_bottom.png?v=1646657313,anklets
AKSA's Bead Blow Silver Single Anklet,"1,099.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/AK4.2_f2e85794-050a-4816-b607-f14aaa102900_350x350_crop_bottom.jpg?v=1646659062,anklets
AKSA's Entangled Silver Bead Single Anklet,"1,149.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/AK3.2_350x350_crop_bottom.jpg?v=1646658248,anklets
AKSA's Rings of Rings Silver Single Anklet,"1,099.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/AK2.2_350x350_crop_bottom.jpg?v=1646657758,anklets
AKSA's Cubic Silver Adjustable Ring,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/RN8.1_350x350_crop_bottom.jpg?v=1646573235,ring
AKSA's Twist Rose Gold Adjustable Ring,999.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/6_350x350_crop_bottom.jpg?v=1646738118,ring
AKSA's Flower Silver Adjustable Ring,"1,199.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/RN2.2_350x350_crop_bottom.jpg?v=1646573006,ring
AKSA's Shimmer Solid Silver Adjustable Ring,"1,599.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BW-126_ef8040f0-07f5-4086-8203-0d068632d97b_350x350_crop_bottom.jpg?v=1649237548,ring
AKSA's Halo Silver Adjustable Ring,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BW-96_350x350_crop_bottom.jpg?v=1649237237,ring
AKSA's Bouquet Rose Gold Adjustable Ring,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/RN5.3_350x350_crop_bottom.jpg?v=1646573129,ring
AKSA's Infinite Love Silver Adjustable Ring,"1,399.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BW-37_350x350_crop_bottom.jpg?v=1650892236,ring
AKSA's Wishbone Silver Adjustable Ring,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/4b_350x350_crop_bottom.jpg?v=1649237599,ring
AKSA's Dual layer Looped Silver Adjustable Ring,999.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/1_350x350_crop_bottom.jpg?v=1646738087,ring
AKSA's Wavering Silver Adjustable Ring Bracelet,"3,599.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BR9.3_350x350_crop_bottom.jpg?v=1649311922,ring
AKSA's Cubic Rose Gold Adjustable Ring,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/RN7.1_350x350_crop_bottom.jpg?v=1646573205,ring
AKSA's Shiny Solitaire Silver Adjustable Ring,"1,399.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7077_350x350_crop_bottom.jpg?v=1653635196,ring
AKSA's Self Silver Adjustable Ring,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7060_350x350_crop_bottom.jpg?v=1653635109,ring
AKSA's Dual Classic Silver Adjustable Ring,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7073_350x350_crop_bottom.jpg?v=1653635146,ring
AKSA's Fly Silver Adjustable Ring,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH6991_350x350_crop_bottom.jpg?v=1652859838,ring
AKSA's Classic Solitaire Silver Adjustable Ring,"1,599.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH6981_350x350_crop_bottom.jpg?v=1652859820,ring
AKSA's Butterfly Silver Adjustable Ring,"1,749.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7003_350x350_crop_bottom.jpg?v=1652859765,ring
AKSA's Braid Solitaire Silver Adjustable Ring,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH6968_350x350_crop_bottom.jpg?v=1652859798,ring
AKSA's Wing Silver Adjustable Ring,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BW-57_350x350_crop_bottom.jpg?v=1650892044,ring
AKSA's Heartful Silver Adjustable Ring,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BW-249_350x350_crop_bottom.jpg?v=1650891776,ring
AKSA's Cross Oval Silver Adjustable Ring,"1,699.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BW-152_350x350_crop_bottom.jpg?v=1650891500,ring
AKSA's Hex Studded Silver Adjustable Ring,"1,599.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BW-195_350x350_crop_bottom.jpg?v=1650890908,ring
AKSA's Cross Silver Adjustable Ring,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/5b_350x350_crop_bottom.jpg?v=1650867064,ring
AKSA's Pear Crown Silver Adjustable Ring,"1,799.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/3_350x350_crop_bottom.jpg?v=1649236856,ring
AKSA's Entangled Heart Silver Adjustable Ring,"1,599.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BW-306_350x350_crop_bottom.jpg?v=1647244242,ring
AKSA's Wavering Rose Gold Adjustable Ring Bracelet,"3,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BR8.3_350x350_crop_bottom.jpg?v=1649311876,ring
AKSA's Heart Key Silver Adjustable Ring,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/RN1.2_350x350_crop_bottom.jpg?v=1646572941,ring
AKSA's Bouquet Silver Adjustable Ring,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/RN6.3_350x350_crop_bottom.jpg?v=1646573168,ring
AKSA's Dual Heart Silver Adjustable Ring,"1,349.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/RN4_350x350_crop_bottom.jpg?v=1646573319,ring
AKSA's Arrow Silver Adjustable Ring,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/RN3.2_350x350_crop_bottom.jpg?v=1646573055,ring
AKSA's Coiled Flower Silver Stud Earrings,"1,599.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER1.2_350x350_crop_bottom.jpg?v=1646564814,earing
AKSA's Crown Silver Stud Earrings,899.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER17.2_350x350_crop_bottom.jpg?v=1646566132,earing
AKSA's Twirl Triangular Silver Stud Earrings,999.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/7_350x350_crop_bottom.jpg?v=1646738278,earing
AKSA's Dangling Silver Drop Earrings,"1,699.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BRWB449_00ab4354-eea3-4398-9302-0e701094e068_350x350_crop_bottom.jpg?v=1647243732,earing
AKSA's Angel Silver Stud Earrings,899.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER14.2_350x350_crop_bottom.jpg?v=1646566033,earing
AKSA's Shiny Halo Silver Stud Earrings,"1,099.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER7.1_350x350_crop_bottom.jpg?v=1646565771,earing
AKSA's Knock The Loop Rose Gold Stud Earrings,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/2_350x350_crop_bottom.jpg?v=1646738148,earing
AKSA's Silver Zircon Constellated Moon Stud Earrings,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BRWB249_350x350_crop_bottom.jpg?v=1649248806,earing
AKSA's Infinity Silver Hoop Earrings,999.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BRWB221_350x350_crop_bottom.jpg?v=1650888957,earing
AKSA's Drop Mini Rose Gold Hoop Earrings,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BRWB389_7ac75cd7-d566-493d-be0a-8767f94f8cd8_350x350_crop_bottom.jpg?v=1650888748,earing
AKSA's Sharp Silver Stud Earrings,899.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER15.1_350x350_crop_bottom.jpg?v=1646566053,earing
AKSA's Bouquet Matte Silver Stud Earrings,949.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER13.2_350x350_crop_bottom.jpg?v=1646565947,earing
AKSA's Shiny Halo Rose Gold Stud Earrings,"1,099.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER6.2_350x350_crop_bottom.jpg?v=1646596593,earing
AKSA's Gleaming Sunflower Silver Stud Earrings,999.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER5.2_350x350_crop_bottom.jpg?v=1646596558,earing
AKSA's Glittery Triangular Silver Stud Earrings,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/8b_350x350_crop_bottom.jpg?v=1646830603,earing
AKSA's Flake Silver Stud Earrings,949.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER16.1_350x350_crop_bottom.jpg?v=1646566078,earing
AKSA's Baguette Glory Silver Hoop Earrings,"1,399.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7259_350x350_crop_bottom.jpg?v=1653635676,earing
AKSA's Glory Silver Hoop Earrings,"1,349.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7038_350x350_crop_bottom.jpg?v=1653634725,earing
AKSA's Clover Drop Golden Hoop Earrings,"1,599.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7030_f00d9915-5f47-4b49-b1c0-f9640438627f_350x350_crop_bottom.jpg?v=1652859306,earing
AKSA's Minimal Golden Clip-on Stud Earring,899.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/WISH7252_350x350_crop_bottom.jpg?v=1652789991,earing
AKSA's 32mm Silver Hoop Earrings,999.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BRWB359_350x350_crop_bottom.jpg?v=1650890520,earing
AKSA's Ethnic Rose Gold Stud Earrings,"1,099.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BWB-134_735e1664-9230-4429-8515-973bb0e25d5d_350x350_crop_bottom.jpg?v=1650890367,earing
AKSA's Mini Signature Silver Stud Earrings,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BWB-273_babaa9f9-2976-4fa1-9653-b20744173738_350x350_crop_bottom.jpg?v=1650890203,earing
AKSA's Drop Mini Silver Hoop Earrings,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BRWB409_350x350_crop_bottom.jpg?v=1650889871,earing
AKSA's Mini Silver Hoop Earrings,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BRWB138_350x350_crop_bottom.jpg?v=1650889673,earing
AKSA's Red Heart Silver Stud Earrings,799.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BW-635_350x350_crop_bottom.jpg?v=1650268155,earing
AKSA's Oval Mini Silver Hoop Earrings,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BRWB61_f3d2a577-aee6-4b83-8854-ff73f34a0a71_350x350_crop_bottom.jpg?v=1650267700,earing
AKSA's Shimmery Leaf Silver Drop Earrings,"1,699.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BRWB335_350x350_crop_bottom.jpg?v=1649229997,earing
AKSA's Arum Lily Silver Stud Earrings,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BWB-235_c02cc4f2-1c89-4ec0-8c4e-0f35b0283656_350x350_crop_bottom.jpg?v=1649228655,earing
AKSA's Twisted Nail Silver Stud Earrings,"1,099.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BWB-183_350x350_crop_bottom.jpg?v=1649228126,earing
AKSA's Sparkling Square Silver Stud Earrings,"1,099.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BWB-40_c5010ffd-5734-4497-8e28-b31c09283e04_350x350_crop_bottom.jpg?v=1647243689,earing
AKSA's Dancing Diamond Dual Halo Silver Drop Earrings,"1,999.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER0035_350x350_crop_bottom.jpg?v=1650265659,earing
AKSA's Sequeal Drop Silver Stud Earrings,"1,199.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER0034_350x350_crop_bottom.jpg?v=1650265451,earing
AKSA's Bold Squircle Silver Stud Earrings,"1,699.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BW-600_350x350_crop_bottom.jpg?v=1646738444,earing
AKSA's Sapphire Round Silver Stud Earrings,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER0032_350x350_crop_bottom.jpg?v=1650265251,earing
AKSA's Clover Silver Drop Earrings,999.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BWB-355_350x350_crop_bottom.jpg?v=1647243853,earing
AKSA's Dual Heart Drop Silver Hoop Earrings,"1,199.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/1_4e15f7be-84db-4f12-a951-bd2bc5bdbe6f_350x350_crop_bottom.jpg?v=1650264633,earing
AKSA's Heart Charm Rose Gold Hoop Earrings,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/Layer2copy_350x350_crop_bottom.jpg?v=1647243788,earing
AKSA's Dangling Sapphire Silver Drop Earrings,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BRWB459_350x350_crop_bottom.jpg?v=1647240872,earing
AKSA's Flower Drop Silver Hoop Earrings,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BRWB489_350x350_crop_bottom.jpg?v=1650264446,earing
AKSA's Dangle Charm Silver Hoop Earrings,"1,199.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BRWB428_350x350_crop_bottom.jpg?v=1650889364,earing
AKSA's Sunflower Rose Gold Stud Earrings,"1,149.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BWB-100_350x350_crop_bottom.jpg?v=1650888858,earing
AKSA's Oval Mini Rose Gold Hoop Earrings,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BRWB192_350x350_crop_bottom.jpg?v=1650888617,earing
AKSA's Mini Rose Gold Hoop Earrings,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BRWB104_26e71441-3508-40ca-a016-7831932b4e19_350x350_crop_bottom.jpg?v=1650888531,earing
AKSA's Squircle Silver Dangle Earrings,"1,599.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/BRWB474_11701a52-19d7-4dcb-bbf8-552c78e59290_350x350_crop_bottom.jpg?v=1650365340,earing
AKSA's Bouquet Matte Rose Gold Stud Earrings,949.00,https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER12.1_350x350_crop_bottom.jpg?v=1646565890,earing
AKSA's Floral Flow Matte Silver Drop Earrings,"1,799.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER11.2_350x350_crop_bottom.jpg?v=1646565868,earing
AKSA's Floral Flow Matte Rose Gold Drop Earrings,"1,799.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER10.2_350x350_crop_bottom.jpg?v=1646565834,earing
AKSA's Zig-Zag Matte Silver Hoop Earrings,"1,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER9.2_350x350_crop_bottom.jpg?v=1646596693,earing
AKSA's Zig-Zag Matte Rose Gold Hoop Earrings,"1,399.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER8.1_350x350_crop_bottom.jpg?v=1646565795,earing
AKSA's Dropping Linear Baguette Silver Dangle Earrings,"1,899.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER3.1_350x350_crop_bottom.jpg?v=1646564860,earing
AKSA's Dropping Linear Baguette Rose Gold Dangle Earrings,"1,899.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER4.1_350x350_crop_bottom.jpg?v=1646564887,earing
AKSA's Dangling Pear Rose Gold Drop Earrings,"1,799.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER18.2_350x350_crop_bottom.jpg?v=1646566171,earing
AKSA's Rotatory Snowflake Silver Stud Earrings,"1,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ER2.2_350x350_crop_bottom.jpg?v=1646564837,earing
AKSA's Evil Eye Silver Set,"2,799.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/st26_350x350_crop_bottom.jpg?v=1650273453,sets
AKSA's Arum Lily Silver Set,"2,199.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/st24_350x350_crop_bottom.jpg?v=1649237830,sets
AKSA's Floral Flow Matte Rose Gold Set,"3,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ST6_350x350_crop_bottom.jpg?v=1646566396,sets
AKSA's Desire Rose Gold Set,"2,699.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/st22_350x350_crop_bottom.jpg?v=1650272928,sets
AKSA's Shimmery Leaf Silver Set,"2,399.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/st25_350x350_crop_bottom.jpg?v=1649238120,sets
AKSA's Zig-Zag Matte Silver Set,"2,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ST5_350x350_crop_bottom.jpg?v=1646566363,sets
AKSA's Bouquet Matte Rose Gold Set,"2,199.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ST8_350x350_crop_bottom.jpg?v=1646566454,sets
AKSA's Flute Drop Silver Set,"2,599.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/st27_350x350_crop_bottom.jpg?v=1650867037,sets
AKSA's Snowflake Silver Set,"2,599.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/st23_350x350_crop_bottom.jpg?v=1650273488,sets
AKSA's Flake Silver Set,"1,799.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ST12_350x350_crop_bottom.jpg?v=1646566580,sets
AKSA's Gleaming Sunflower Silver Set,"2,099.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ST1_350x350_crop_bottom.jpg?v=1646566210,sets
AKSA's Zig-Zag Matte Rose Gold Set,"2,499.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ST4_350x350_crop_bottom.jpg?v=1646566343,sets
AKSA's Shiny Halo Silver Set,"1,999.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ST3_350x350_crop_bottom.jpg?v=1646566296,sets
AKSA's Shiny Halo Rose Gold Set,"1,899.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ST2_350x350_crop_bottom.jpg?v=1646566261,sets
AKSA's Sharp Silver Set,"1,799.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ST11_350x350_crop_bottom.jpg?v=1646566548,sets
AKSA's Floral Flow Matte Silver Set,"3,299.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ST7_350x350_crop_bottom.jpg?v=1646566425,sets
AKSA's Crown Silver Set,"1,799.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ST13_350x350_crop_bottom.jpg?v=1646566623,sets
AKSA's Angel Silver Set,"1,749.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ST10_350x350_crop_bottom.jpg?v=1646566510,sets
AKSA's Bouquet Matte Silver Set,"2,199.00",https://cdn.shopify.com/s/files/1/0622/2620/2840/products/ST9_350x350_crop_bottom.jpg?v=1646566484,sets
